,Unnamed: 0,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengn,zhengn_code
40,,SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Barker' AND player.name_last = 'Len' AND salary.year BETWEEN 1985 and 1990,Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,tianyi,D1,zhengning,DF2
41,,"SELECT COUNT( * ) , airports.city FROM airports WHERE airports.country = 'US' GROUP BY airports.city ORDER BY COUNT( * ) DESC",How many airports are there per city in the US ordered from most to least?,"SELECT count(*) ,  city FROM airports WHERE country  =  'United States' GROUP BY city ORDER BY count(*) DESC",tianyi,D1c,zhengning,D1c
42,,"SELECT DISTINCT personfriend.name , person.age FROM person JOIN personfriend ON person.name = personfriend.name WHERE person.gender = 'Dan' OR person.gender = 'alice'",What are the different names and ages of every friend of either Dan or alice?,"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'",tianyi,"D1a, CL1",zhengning,"CL1, D1a"
43,,SELECT student.stuid FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE student.sex = 'm' AND sportsinfo.sportname != 'football',Show all male student ids who don't play football.,"SELECT StuID FROM Student WHERE sex  =  'M' EXCEPT SELECT StuID FROM Sportsinfo WHERE sportname  =  ""Football""",tianyi,D1a,zhengning,"CL1, D1a"
44,,SELECT cars_data.accelerate FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE car_names.make = 'amc hornet sportabout (sw',What is the accelerate of the car make amc hornet sportabout (sw)?,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,tianyi,D1c,zhengning,D1c
45,,SELECT COUNT( * ) FROM customers JOIN lessons ON customers.customer_id = lessons.customer_id WHERE customers.first_name = 'Ryan' AND customers.last_name = 'Goodwin',How many lessons did the customer Ryan Goodwin complete?,,,,,
0,,SELECT projects.project_details FROM projects JOIN project_staff ON projects.project_id = project_staff.project_id WHERE project_staff.role_code = 'researcher',List the project details of the projects which did not hire any staff for a researcher role.,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_Staff WHERE role_code = 'researcher' ),Tianyi,A1a,zhengning,A1a
16,,"SELECT COUNT( * ) , plays_games.stuid FROM plays_games",How many games are played for all students?,SELECT sum(gamesplayed) FROM Sportsinfo,Tianyi,BL1; CL1,zhengning,"BL2, CL1, L4"
34,,SELECT film_market_estimation.year FROM film_market_estimation JOIN market ON film_market_estimation.market_id = market.market_id WHERE market.country = 'Japan',"What are the years of film market estimation for the market of Japan, ordered by year descending?","SELECT T1.Year FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID = T2.Market_ID WHERE T2.Country = ""Japan"" ORDER BY T1.Year DESC",Tianyi,KA1b,zhengning,KA1b
50,,"SELECT player.name_first , player.name_first FROM player JOIN all_star ON player.player_id = all_star.player_id WHERE all_star.year = 1998",List the first and last name for players who participated in all star game in 1998.,"SELECT name_first , name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id = T2.player_id WHERE YEAR = 1998",Tianyi,BL2; BL3,zhengning,BL2
66,,SELECT sportsinfo.stuid FROM sportsinfo WHERE student.sex = 'f' AND sportsinfo.sportname = 'football',Show student ids who are female and play football.,"SELECT StuID FROM Student WHERE sex = 'F' INTERSECT SELECT StuID FROM Sportsinfo WHERE sportname = ""Football""",Tianyi,CL1; D1,zhengning,"CL1, D1a"
82,,SELECT COUNT( * ) FROM person WHERE person.age > 30 AND person.job = 'engineers',HOw many engineers are older than 30?,SELECT count(*) FROM Person WHERE age > 30 AND job = 'engineer',Tianyi,D1b,zhengning,D1b
101,,SELECT park.city FROM park GROUP BY park.city HAVING COUNT( * ) > 2,List the names of states that have more than 2 parks.,SELECT state FROM park GROUP BY state HAVING count(*) > 2;,Tianyi,BL1,zhengning,"BN1, BL1"
113,,SELECT competition.country FROM competition WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',What are the countries that participated in both friendly and tournament type competitions?,SELECT country FROM competition WHERE competition_type = 'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type = 'Tournament',Tianyi,D1a,zhengning,D1a
129,,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the song names for every song whose rating is less than the minimum rating for English songs?,SELECT song_name FROM song WHERE rating < (SELECT min(rating) FROM song WHERE languages = 'english'),Tianyi,D1a,zhengning,D1a
145,,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?","SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname",Tianyi,D1a; D1b,zhengning,"K4, D1a, D1b"
164,,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;,Tianyi,BF4,zhengning,BF4
180,,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO,Tianyi,"N3, O2",zhengning,"N3, O2"
185,,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO,Tianyi,"N3, O2",zhengning,"N3, O2"
198,,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes ),Tianyi,A1a,zhengning,A1a
214,,"SELECT COUNT( * ) , person.job FROM person WHERE person.job = 'engineer' GROUP BY person.job",How many people are older than every engineer?,SELECT count(*) FROM Person WHERE age > (SELECT max(age) FROM person WHERE job = 'engineer'),Tianyi,N3; BL2,zhengning,"BL2, N3, F4"
231,,SELECT artist.artist_name FROM artist GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1,What are the names and genders of all artists who released songs in the month of March?,"SELECT T1.artist_name , T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name = T2.artist_name WHERE T2.releasedate LIKE ""%Mar%""",Tianyi,"BL3, P1",zhengning,"BL3, CE2, N3, K4, P1"
247,,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,Find the names of bank branches that have provided a loan to any customer whose credit score is below 100.,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id = T2.branch_id JOIN customer AS T3 ON T1.cust_id = T3.cust_id WHERE T3.credit_score < 100,Tianyi,CE3,zhengning,CE2
263,,SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',Show ids for all documents with budget types described as 'Government'.,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code = T2.Budget_Type_code WHERE T2.budget_type_Description = ""Government""",Tianyi,CE3,zhengning,CE3
280,,"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",Show all locations and the total number of platforms and passengers for all train stations in each location.,"SELECT LOCATION , sum(number_of_platforms) , sum(total_passengers) FROM station GROUP BY LOCATION",Tianyi,BL3,zhengning,BL3
296,,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,List the cities which have more than 2 airports sorted by the number of airports.,SELECT city FROM airports GROUP BY city HAVING count(*) > 2 ORDER BY count(*),Tianyi,KA1b,zhengning,KA1b
313,,SELECT DISTINCT invoices.invoice_details FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the distinct details of invoices created before 1989-09-03 or after 2007-12-25?,"SELECT DISTINCT invoice_details FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25""",Tianyi,F1,zhengning,F1
329,,SELECT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid ORDER BY cars_data.horsepower ASC LIMIT 1,Which model of the car has the minimum horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId = T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,Tianyi,CL1,zhengning,CL1
345,,"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",What is the maximum and minimum height of all players?,"SELECT max(weight) , min(weight) FROM Player",Tianyi,BL1,zhengning,BL1
361,,"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",What are the first name and last name of the players whose death record is empty?,"SELECT name_first , name_last FROM player WHERE death_year = '';",Tianyi,BL2; BF4,zhengning,"BL2, BF4"
377,,SELECT model_list.model FROM cars_data ORDER BY cars_data.horsepower ASC LIMIT 1,What is the model of the car with the smallest amount of horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId = T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,Tianyi,CL1; CE2,zhengning,"CL1, CE2"
393,,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,Tianyi,BF4; BL1,zhengning,"BL1, BF4"
409,,"SELECT physician.name , affiliated_with.department FROM affiliated_with JOIN physician ON affiliated_with.physician = physician.employeeid WHERE affiliated_with.primaryaffiliation = 1",Find the names of all physicians and their primary affiliated departments' names.,"SELECT T1.name , T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID = T2.physician JOIN department AS T3 ON T2.department = T3.DepartmentID WHERE T2.PrimaryAffiliation = 1",Tianyi,CE2; BL1,zhengning,"CE2, BL1"
425,,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance",Tianyi,"N3, F4",zhengning,"N3, F4"
441,,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen""",Tianyi,CE3; BE5,zhengning,BE5
457,,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014,Tianyi,F3,zhengning,A1d
473,,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",Find the name of all the cities and states.,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses,Tianyi,A1e,zhengning,A1e
489,,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females does this network has?,SELECT count(*) FROM Person WHERE gender = 'female',Tianyi,D1b,zhengning,D1b
505,,SELECT SUM( salary.salary ) FROM salary WHERE salary.year = 2010 AND salary.year = 2001,What were all the salary values of players in 2010 and 2001?,SELECT salary FROM salary WHERE YEAR = 2010 UNION SELECT salary FROM salary WHERE YEAR = 2001,Tianyi,L4,zhengning,L4
521,,"SELECT player.player_name , player.birthday FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id ORDER BY player_attributes.potential DESC LIMIT 5",List the names and birthdays of the top five players in terms of potential.,"SELECT DISTINCT T1.player_name , T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id ORDER BY potential DESC LIMIT 5",Tianyi,A1b,zhengning,A2a
537,,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.physician = physician.employeeid WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000,What procedures cost less than 5000 and have John Wen as a trained physician?,"SELECT name FROM procedures WHERE cost < 5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen""",Tianyi,CE2; F3,zhengning,CE2
556,,"SELECT project_staff.project_id , COUNT( * ) FROM project_staff GROUP BY project_staff.project_id",How many staff does each project has? List the project id and the number in an ascending order.,"SELECT T1.project_id , count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id = T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC",Tianyi,KA1b; CE2,zhengning,"CE2, KA1b"
572,,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' AND song.rating > 8,Find the names of the artists who have produced English songs but have never received rating higher than 8.,"SELECT DISTINCT artist_name FROM song WHERE languages = ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating > 8",Tianyi,A1b; D1a; E1,zhengning,"A1b, D1a"
588,,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.physician JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',Compute the mean price of procedures physician John Wen was trained in.,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen""",Tianyi,BE5,zhengning,BE5
607,,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 'y'",What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT package_option , series_name FROM TV_Channel WHERE hight_definition_TV = ""yes""",Tianyi,D1,zhengning,D1c
623,,"SELECT countries.countryname , car_makers.id FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countries.countryid HAVING COUNT( * ) >= 1",What are the countries having at least one car maker? List name and id.,"SELECT T1.CountryName , T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId = T2.Country GROUP BY T1.CountryId HAVING count(*) >= 1;",Tianyi,CL1,zhengning,BL1
639,,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.name",Find the number of routes for each source airport and the airport name.,"SELECT count(*) , T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid = T2.src_apid GROUP BY T1.name",Tianyi,BL2,zhengning,BL2
655,,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),Find name of the services that has never been used.,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id = t2.service_id,Tianyi,CL1,zhengning,CE3
671,,"SELECT physician.name , physician.position FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.brand = 'X'",Find the name and position of physicians who prescribe some medication whose brand is X?,"SELECT DISTINCT T1.name , T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand = ""X""",Tianyi,CE2; A1b,zhengning,"A1b, CE2"
687,,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',Find the name of dorms only for female (F gender).,SELECT dorm_name FROM dorm WHERE gender = 'F',Tianyi,D1a,zhengning,D1a
703,,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",How many rooms are located for each block code?,"SELECT count(*) , T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor = T2.blockfloor AND T1.blockcode = T2.blockcode GROUP BY T1.blockcode",Tianyi,BE5,zhengning,BE5
719,,"SELECT statements.statement_details , documents.document_name FROM documents JOIN statements ON documents.document_id = statements.statement_id WHERE projects.project_details = 'Private Project'","What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?",,,,,
731,,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',What are the ids for all sporty students who are on scholarship?,,,,,
