SQL,hyp_correct,NL_query,index,GT,DB,tables
"select T3.Event_ID , T1.Participant_Details from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID join Events as T3 on T2.Event_ID = T3.Event_ID group by T2.Participant_ID having count ( * ) > 1",False,What are the ids and details of events that have more than one participants?,876,"SELECT T1.event_id ,  T1.event_details FROM EVENTS AS T1 JOIN Participants_in_Events AS T2 ON T1.Event_ID  =  T2.Event_ID GROUP BY T1.Event_ID HAVING count(*)  >  1",local_govt_in_alabama,"['events', 'participants_in_events', 'participants']"
"select T1.Participant_ID , T1.Participant_Type_Code , count () from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID group by T2.Participant_ID",False,"How many events have each participants attended? List the participant id, type and the number.",877,"SELECT T1.Participant_ID ,  T1.Participant_Type_Code ,  count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID GROUP BY T1.Participant_ID",local_govt_in_alabama,"['participants_in_events', 'participants']"
"select Name from people except select Investor from entrepreneur where Investor > ""Rachel Elnaugh""",False,Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,883,"SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",entrepreneur,"['entrepreneur', 'people']"
select sum ( T1.Money_Requested ) from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID where T2.Height > 85.,False,What is the total money requested by entrepreneurs with height more than 1.85?,886,SELECT sum(T1.Money_Requested) FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  1.85,entrepreneur,"['entrepreneur', 'people']"
select sum ( T1.Money_Requested ) from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID where T2.Height > 85.,False,Give the total money requested by entrepreneurs who are taller than 1.85.,887,SELECT sum(T1.Money_Requested) FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  1.85,entrepreneur,"['entrepreneur', 'people']"
"select T2.Name , T1.Company from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID order by T1.Money_Requested desc",False,List the names of entrepreneurs and their companies in descending order of money requested?,892,"SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",entrepreneur,"['entrepreneur', 'people']"
"select Investor , Money_Requested from entrepreneur order by Money_Requested desc",False,"What are the names of entrepreneurs and their corresponding investors, ordered descending by the amount of money requested?",893,"SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",entrepreneur,"['entrepreneur', 'people']"
"select Country from perpetrator where Country != ""China""",False,"What are the names of perpetrators whose country is not ""China""?",895,"SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Country != ""China""",perpetrator,"['perpetrator', 'people']"
select sum ( T2.Killed ) from people as T1 join perpetrator as T2 on T1.People_ID = T2.People_ID where T1.Height > 84.,False,What is the total kills of the perpetrators with height more than 1.84.,896,SELECT sum(T2.Killed) FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  1.84,perpetrator,"['perpetrator', 'people']"
select Country from perpetrator group by Country having count ( * ) >= 2,False,What are the countries that have at least two perpetrators?,899,"SELECT Country ,  COUNT(*) FROM perpetrator GROUP BY Country HAVING COUNT(*)  >=  2",perpetrator,['perpetrator']
select Year from perpetrator order by Year desc,False,List the names of perpetrators in descending order of the year.,900,SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Year DESC,perpetrator,"['perpetrator', 'people']"
select Poll_Source from candidate where Support_rate = 1,False,Return the poll source corresponding to the candidate who has the oppose rate.,908,SELECT poll_source FROM candidate ORDER BY oppose_rate DESC LIMIT 1,candidate_poll,['candidate']
"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",False,Find the average height and weight for all males (sex is M).,909,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",candidate_poll,['people']
"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",False,What are the average height and weight across males (sex is M)?,910,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",candidate_poll,['people']
"select T1.Name , T1.Sex , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID group by T1.Sex",False,Find the name of the candidates whose oppose percentage is the lowest for each sex.,915,"SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",candidate_poll,"['candidate', 'people']"
"select T1.Sex , T1.Name , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID",False,"For each sex, what is the name and sex of the candidate with the oppose rate for their sex?",916,"SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",candidate_poll,"['candidate', 'people']"
select T1.Name from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID where T2.Support_rate < ( select Oppose_rate from candidate where Support_rate < 1,False,Find the names of the candidates whose support percentage is lower than their oppose rate.,917,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,candidate_poll,"['candidate', 'people']"
select T1.Name from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID where T2.Support_rate < ( select Oppose_rate from candidate where Consider_rate = 1 ),False,What are the names of candidates who have a lower support rate than oppose rate?,918,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,candidate_poll,"['candidate', 'people']"
"select max ( Support_rate ) , Consider_rate , Oppose_rate from candidate group by Support_rate",False,"find the highest support percentage, lowest consider rate and oppose rate of all candidates.",921,"SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",candidate_poll,['candidate']
"select max ( Support_rate ) , min ( Oppose_rate ) , Consider_rate from candidate group by Oppose_rate",False,"Return the maximum support rate, minimum consider rate, and minimum oppose rate across all candidates?",922,"SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",candidate_poll,['candidate']
"select Governor , Comptroller from party where Party = ""democratic""",False,Show the lieutenant governor and comptroller from the democratic party.,929,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
"select Governor , Comptroller from party where Party = ""democratic""",False,Who are the lieutenant governor and comptroller from the democratic party?,930,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
select Delegate from election,False,"For each delegate, find the names of the party they are part of.",940,"SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID",election,"['party', 'election']"
select Party from party where Governor = 1,False,Find the parties associated with the delegates from district 1. Who served as governors of the parties?,942,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,election,"['party', 'election']"
"select T1.Committee from election as T1 join party as T2 on T1.Party = T2.Party_ID where T2.Party = ""Democratic party""",False,Return all the committees that have delegates from Democratic party.,943,"SELECT T1.Committee FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T2.Party  =  ""Democratic""",election,"['party', 'election']"
"select T1.County_name , count ( * ) from county as T1 join election as T2 on T1.County_Id = T2.District join party as T3 on T2.Party = T3.Party_ID group by T1.County_name",False,Show the name of each county along with the corresponding number of delegates from that county.,945,"SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",election,"['county', 'party', 'election']"
"select T1.County_name , count ( * ) from county as T1 join election as T2 on T1.County_Id = T2.District join party as T3 on T2.Party = T3.Party_ID group by T1.County_name",False,"For each county, find the name of the county and the number of delegates from that county.",946,"SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",election,"['county', 'party', 'election']"
"select Party , count ( * ) from party group by Party",False,Show the name of each party and the corresponding number of delegates from that party.,947,"SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",election,"['party', 'election']"
"select Party , count ( * ) from party group by Party",False,"For each party, return the name of the party and the number of delegates from that party.",948,"SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",election,"['party', 'election']"
select County_name from county group by County_name having count ( * ) >= 2,False,Show the names of counties that have at least two delegates.,953,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,election,"['county', 'election']"
select County_name from county group by County_name having count ( * ) >= 2,False,Which counties have two or more delegates? Give me the county names.,954,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,election,"['county', 'election']"
"select city , state from bank where city = ""morningside""",False,What city and state is the bank with the name morningside in?,964,"SELECT city ,  state FROM bank WHERE bname  =  'morningside'",loan_1,['bank']
"select state , acc_type , acc_bal from customer where no_of_loans > ""loan""",False,"Find the state, account type, and credit score of the customer whose number of loan is 0.",965,"SELECT state ,  acc_type ,  credit_score FROM customer WHERE no_of_loans  =  0",loan_1,['customer']
"select T1.state , T1.acc_type , T1.acc_bal from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID where T1.no_of_loans != ""2"" group by T2.loan_type",False,"What are the states, account types, and credit scores for customers who have 0 loans?",966,"SELECT state ,  acc_type ,  credit_score FROM customer WHERE no_of_loans  =  0",loan_1,"['customer', 'loan']"
"select sum ( T1.acc_bal ) from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID where T1.state = ""Utah"" or T2.state = ""Texas""",False,Find the total account balance of each customer from Utah or Texas.,969,SELECT sum(acc_bal) FROM customer WHERE state  =  'Utah' OR state  =  'Texas',loan_1,"['customer', 'bank']"
select cust_name from customer group by branch_ID order by count ( * ) desc limit 1,False,Find the branch name of the bank that has the most number of customers.,971,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,loan_1,"['customer', 'bank']"
select T1.cust_name from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID group by T2.no_of_customers order by count ( * ) desc limit 1,False,What is the name of the bank branch with the greatest number of customers?,972,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,loan_1,"['customer', 'bank']"
"select acc_type , avg ( acc_bal ) from customer group by acc_type having avg ( credit_score ) < 50",False,"For each account type, find the average account balance of customers with credit score lower than 50.",977,"SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",loan_1,['customer']
